Account,Text,Date,Compound,Positive,Neutral,Negative,Tweets Ago
CNN Breaking News,A law change will allow heterosexual couples in England and Wales to enter into civil partnerships instead of marri… https://t.co/939V98BJWV,Tue Oct 02 13:00:48 +0000 2018,0.2263,0.095,0.0,0.905,61
CNN Breaking News,"Amazon announces a $15 an hour minimum wage for US employees, a move benefiting more than 250,000 workers… https://t.co/nx6eci3lXq",Tue Oct 02 10:23:26 +0000 2018,0.1779,0.096,0.0,0.904,62
CNN Breaking News,"The 2018 award celebrates groundbreaking laser inventions. It’s shared between three physicists, including the firs… https://t.co/hA3Xwl5vwJ",Tue Oct 02 10:10:00 +0000 2018,0.8625,0.425,0.0,0.575,63
CNN Breaking News,"More than 1,200 people died in the earthquake and tsunami that struck Indonesia four days ago, officials now say https://t.co/YwtJhG8j1O",Tue Oct 02 08:27:15 +0000 2018,-0.6808,0.0,0.237,0.763,64
CNN Breaking News,Microsoft co-founder Paul Allen says his non-Hodgkin's lymphoma has returned. Allen was treated for the disease in… https://t.co/wlZzr2neuw,Mon Oct 01 23:28:35 +0000 2018,0.0,0.0,0.0,1.0,65
CNN Breaking News,A North Carolina man died from a bacterial infection after scraping his leg doing yard work related to Hurricane Fl… https://t.co/66MK88JLEO,Mon Oct 01 22:16:20 +0000 2018,-0.5574,0.0,0.167,0.833,66
CNN Breaking News,A man and his 2-year-old son were identified as among the three people killed when a car exploded Saturday in Allen… https://t.co/n6ZyfxhFTV,Mon Oct 01 21:41:40 +0000 2018,-0.6705,0.0,0.191,0.809,67
CNN Breaking News,Musician Cardi B turns herself in to NYPD and is charged with assault in connection with an incident at a New York… https://t.co/RFfZrSVcVI,Mon Oct 01 17:41:02 +0000 2018,-0.6808,0.0,0.228,0.772,68
CNN Breaking News,A Chinese destroyer came as close as 45 feet to a US Navy ship operating near disputed islands in the South China S… https://t.co/SRatUbSsV2,Mon Oct 01 15:52:06 +0000 2018,-0.6597,0.0,0.213,0.787,69
CNN Breaking News,Watch and follow live: President Trump talks about the deal to revamp NAFTA that's been struck after more than a ye… https://t.co/WxUUZ8Qloc,Mon Oct 01 15:14:51 +0000 2018,-0.25,0.0,0.091,0.909,70
CNN Breaking News,"Officers fatally shot a patient at Orlando Regional Medical Center who claimed he had a gun but didn't, police chie… https://t.co/kianVqRAfO",Mon Oct 01 13:47:36 +0000 2018,-0.5106,0.0,0.202,0.798,71
CNN Breaking News,"Veteran French singer and songwriter Charles Aznavour is dead at 94. Known for his hits ""She"" and ""Hier Encore,"" he… https://t.co/JXFvzhgfwy",Mon Oct 01 13:46:47 +0000 2018,-0.6486,0.0,0.177,0.823,72
CNN Breaking News,"General Electric, mired in a deep slump, has ousted CEO John Flannery after barely a year on the job… https://t.co/XoxwEhv9iV",Mon Oct 01 11:28:54 +0000 2018,0.0,0.0,0.0,1.0,73
CNN Breaking News,German federal prosecutors say they have detained six men who are suspected of having formed a far-right terrorist… https://t.co/VqfsNT7Dof,Mon Oct 01 10:55:42 +0000 2018,-0.5574,0.0,0.223,0.777,74
CNN Breaking News,American James Allison and Japan's Tasuku Honjo have won the 2018 Nobel Prize in Medicine for a pioneering approach… https://t.co/6DT503ovk1,Mon Oct 01 10:07:59 +0000 2018,0.7906,0.292,0.0,0.708,75
CNN Breaking News,Outside counsel tells Republican senators 'reasonable prosecutor' would not bring Ford case against Kavanaugh https://t.co/ydVAXRE3LP,Mon Oct 01 03:33:16 +0000 2018,0.0,0.0,0.0,1.0,76
CNN Breaking News,"Canada signed on to an agreement that will preserve NAFTA trade pact, two US officials and a Canadian official say https://t.co/wiRuKF9Eo2",Mon Oct 01 02:39:41 +0000 2018,0.4939,0.144,0.0,0.856,77
CNN Breaking News,"A Las Vegas woman sues soccer star Cristiano Ronaldo, alleging that he raped her in 2009 https://t.co/8hYiB4mVuR https://t.co/mVFBAEzRci",Mon Oct 01 01:59:38 +0000 2018,-0.6808,0.0,0.223,0.777,78
CNN Breaking News,"California passes the nation's strictest net neutrality law, which prevents internet providers from blocking or slo… https://t.co/O589lqpTrK",Mon Oct 01 01:21:02 +0000 2018,-0.3182,0.069,0.138,0.794,79
CNN Breaking News,"The FBI spoke today with Deborah Ramirez, who says Supreme Court nominee Brett Kavanaugh exposed himself to her, a… https://t.co/4lPMO2079c",Sun Sep 30 20:53:12 +0000 2018,0.5106,0.157,0.057,0.786,80
CNN Breaking News,"The White House is coordinating with GOP senators to narrow the scope of the Kavanaugh investigation, sources say,… https://t.co/IaEQ3r30rP",Sun Sep 30 19:18:51 +0000 2018,0.0,0.0,0.0,1.0,81
CNN Breaking News,"RT @CNNPolitics: Democratic Sen. Amy Klobuchar, a member of the Senate Judiciary Committee, says she was “really stunned by how (Brett Kava…",Sun Sep 30 16:18:53 +0000 2018,-0.1027,0.0,0.065,0.935,82
CNN Breaking News,RT @CNNPolitics: White House counselor Kellyanne Conway say the FBI investigation into Brett Kavanaugh is “not meant to be a fishing expedi…,Sun Sep 30 16:18:23 +0000 2018,0.0,0.0,0.0,1.0,83
CNN Breaking News,"The death toll from an earthquake and tsunami now exceeds 830 people,  Indonesian officials say.… https://t.co/3MIg47GArP",Sun Sep 30 07:50:21 +0000 2018,-0.5994,0.0,0.206,0.794,84
CNN Breaking News,"Tesla CEO Elon Musk will resign as company chairman and pay $20 million in a settlement with the SEC, after it sued… https://t.co/GRecfKRfnO",Sat Sep 29 21:56:43 +0000 2018,-0.4215,0.0,0.16,0.84,85
CNN Breaking News,"Two police officers were killed in a shootout in Brookhaven, Mississippi, responding to a call about shots fired, a… https://t.co/cJca3J3RwL",Sat Sep 29 17:04:14 +0000 2018,-0.8442,0.0,0.336,0.664,86
CNN Breaking News,Police arrest a suspect in the shooting death of Louisiana State University basketball player Wayde Sims… https://t.co/Z16IamshpZ,Sat Sep 29 16:43:12 +0000 2018,-0.8176,0.0,0.395,0.605,87
CNN Breaking News,A rare and powerful hurricane-like storm roars across Greece triggering flooding as it makes its way toward Turkey… https://t.co/cfVZSrm0xt,Sat Sep 29 16:34:25 +0000 2018,0.4215,0.141,0.0,0.859,88
CNN Breaking News,Typhoon Trami unleashed heavy winds and rain on southern Japan as it slowly marched toward the nation's main island… https://t.co/NnGbeTpr2p,Sat Sep 29 14:09:25 +0000 2018,0.0,0.0,0.0,1.0,89
CNN Breaking News,Rescuers scrambled to find survivors after a powerful earthquake hit the Indonesian island of Sulawesi and triggere… https://t.co/QGVicMQYJu,Sat Sep 29 08:31:30 +0000 2018,0.4215,0.149,0.0,0.851,90
CNN Breaking News,At least 48 people are dead and  more than 350 injured after a series of earthquakes and a tsunami hit the Indonesi… https://t.co/eDNdUcgWA9,Sat Sep 29 05:02:58 +0000 2018,-0.8055,0.0,0.277,0.723,91
CNN Breaking News,Federal judge rules that lawsuit by Democratic lawmakers against Trump over foreign payments to his business can pr… https://t.co/kH41Mk5Jul,Sat Sep 29 01:56:54 +0000 2018,-0.2263,0.0,0.095,0.905,92
CNN Breaking News,"Marty Balin, whose tenor voice provided hits for the '60s psychedelic rock band Jefferson Airplane, dies at age 76… https://t.co/7Qfiguy0oP",Sat Sep 29 01:21:05 +0000 2018,0.0,0.0,0.0,1.0,93
CNN Breaking News,RT @CNNPolitics: JUST IN: President Donald Trump has ordered the FBI to conduct a week-long investigation into Supreme Court nominee Brett…,Fri Sep 28 21:34:32 +0000 2018,0.5574,0.159,0.0,0.841,94
CNN Breaking News,"Senate GOP agrees to a week for an FBI investigation into US Supreme Court nominee Brett Kavanaugh, delaying a conf… https://t.co/Sx1ddc4nRI",Fri Sep 28 20:16:44 +0000 2018,0.6597,0.241,0.0,0.759,95
CNN Breaking News,"Six Palestinians died after being shot by Israeli soldiers along the fence that separates Gaza and Israel, Palestin… https://t.co/dPEkfs3x4Z",Fri Sep 28 19:43:36 +0000 2018,-0.5574,0.0,0.167,0.833,96
CNN Breaking News,The House passes the final version of a legislative package that aims to combat the opioid epidemic by a vote of 39… https://t.co/3eSpgLEGNU,Fri Sep 28 19:29:46 +0000 2018,-0.34,0.0,0.107,0.893,97
CNN Breaking News,Senate panel approves Brett Kavanaugh's Supreme Court nomination but full vote could be delayed to allow for FBI in… https://t.co/IEHMpibH1Z,Fri Sep 28 18:04:58 +0000 2018,0.4854,0.262,0.095,0.644,98
CNN Breaking News,Facebook says an attack discovered earlier this week exposed information on nearly 50 million users… https://t.co/pAAQZDfGUz,Fri Sep 28 17:05:39 +0000 2018,-0.5267,0.0,0.239,0.761,99
CNN Breaking News,"Democratic Sen. Joe Donnelly, a key vote for Supreme Court nominee Brett Kavanaugh's confirmation, says he will vot… https://t.co/JhWURmyOJs",Fri Sep 28 15:43:11 +0000 2018,0.5574,0.175,0.0,0.825,100
Fox News,Josh Schwerin: “There are dozens of people who have contacted the @FBI and said they have credible information…The… https://t.co/Cdop5A43O6,Fri Oct 05 03:30:00 +0000 2018,0.0,0.0,0.0,1.0,1
Fox News,President @realdonaldtrump arrives at Joint Base Andrews. https://t.co/ExWdumSkKB,Fri Oct 05 03:22:16 +0000 2018,0.0,0.0,0.0,1.0,2
Fox News,Hundreds arrested as Kavanaugh protests continue all night @FoxNewsNight https://t.co/Ybry6Aycue https://t.co/v0vY2UE99p,Fri Oct 05 03:16:15 +0000 2018,-0.6124,0.0,0.357,0.643,3
Fox News,.@Sen_JoeManchin on Kavanaugh’s FBI report @foxnewsnight https://t.co/Y8plh7Ovmx,Fri Oct 05 03:03:41 +0000 2018,0.0,0.0,0.0,1.0,4
Fox News,"Lawyer for Clinton campaign and DNC gave FBI documents for Russia probe, sources say. https://t.co/3sqbW4snbT",Fri Oct 05 02:59:53 +0000 2018,0.0,0.0,0.0,1.0,5
Fox News,Geese and ducks with darts through their necks photographed in Idaho park. https://t.co/WgEfO8Trxn,Fri Oct 05 02:44:42 +0000 2018,0.0,0.0,0.0,1.0,6
Fox News,"No more signs of life in Indonesia hotel rubble, rescuers say. https://t.co/yHSYOdVJEj",Fri Oct 05 02:37:00 +0000 2018,-0.296,0.0,0.167,0.833,7
Fox News,.@TuckerCarlson: The Dems' 'Full Assault on Justice System' Will Intensify in 2019. https://t.co/nxwN74X8Gv,Fri Oct 05 02:27:27 +0000 2018,-0.1027,0.187,0.209,0.604,8
Fox News,Laurie Metcalf and John Lithgow tapped to play @HillaryClinton and @BillClinton on Broadway https://t.co/9Ga9MdBWHW,Fri Oct 05 02:21:03 +0000 2018,0.34,0.156,0.0,0.844,9
Fox News,New White House counterterrorism strategy singles out 'radical Islamists' https://t.co/RMJPXeE8sQ,Fri Oct 05 02:16:53 +0000 2018,0.0,0.0,0.0,1.0,10
Fox News,Facebook executive's Kavanaugh support triggers backlash for Zuckerberg. https://t.co/5cIqH5MC77,Fri Oct 05 02:07:19 +0000 2018,0.4019,0.252,0.0,0.748,11
Fox News,Lockheed Martin's huge Moon lander would allow astronauts to stay on lunar surface for 2 weeks https://t.co/pHY45wQKp9,Fri Oct 05 01:59:00 +0000 2018,0.4939,0.231,0.0,0.769,12
Fox News,Comedian @amyschumer raises her fist after she was reportedly arrested during a protest against the confirmation of… https://t.co/iVuCyETu2C,Fri Oct 05 01:53:00 +0000 2018,-0.3612,0.12,0.235,0.645,13
Fox News,Kavanaugh's prep school friends say 'Devil's Triangle' was a drinking game https://t.co/Yq3OXL3HdX,Fri Oct 05 01:46:41 +0000 2018,0.4767,0.237,0.0,0.763,14
Fox News,"John Fund: In Kavanaugh confirmation fight, will Dems be hit by a Brett boomerang in November? https://t.co/zuF1RxgYlV",Fri Oct 05 01:39:16 +0000 2018,-0.3818,0.0,0.148,0.852,15
Fox News,MUST SEE: Two-Year-Old Girl Helps Dad Learn 'Pledge of Allegiance' for Citizenship Test https://t.co/ojXj5tPddg,Fri Oct 05 01:31:17 +0000 2018,0.3818,0.167,0.0,0.833,16
Fox News,"Kavanaugh, in op-ed, decries 'vicious' attacks while saying he 'might have been too emotional' at hearing https://t.co/ihyOyvjFyu",Fri Oct 05 01:22:00 +0000 2018,-0.3182,0.082,0.149,0.769,17
Fox News,OPINION: FBI investigation of Kavanaugh failed to question enough key people to get to the truth https://t.co/PaRw5Lpr98,Fri Oct 05 01:16:00 +0000 2018,-0.25,0.112,0.16,0.728,18
Fox News,'It's a Bulls**t Investigation': NJ Sen. Menendez Blasts FBI's Kavanaugh Probe https://t.co/Tvm1WrVKcp,Fri Oct 05 01:08:55 +0000 2018,0.0,0.0,0.0,1.0,19
Fox News,"Carrie Underwood, Brad Paisley host 2018 CMAs: 5 memorable moments from the country superstars https://t.co/ZH8o6ONmTp",Fri Oct 05 01:07:54 +0000 2018,0.0,0.0,0.0,1.0,20
Fox News,Josh Schwerin: “There are dozens of people who have contacted the @FBI and said they have credible information…The… https://t.co/Cdop5A43O6,Fri Oct 05 03:30:00 +0000 2018,0.0,0.0,0.0,1.0,21
Fox News,President @realdonaldtrump arrives at Joint Base Andrews. https://t.co/ExWdumSkKB,Fri Oct 05 03:22:16 +0000 2018,0.0,0.0,0.0,1.0,22
Fox News,Hundreds arrested as Kavanaugh protests continue all night @FoxNewsNight https://t.co/Ybry6Aycue https://t.co/v0vY2UE99p,Fri Oct 05 03:16:15 +0000 2018,-0.6124,0.0,0.357,0.643,23
Fox News,.@Sen_JoeManchin on Kavanaugh’s FBI report @foxnewsnight https://t.co/Y8plh7Ovmx,Fri Oct 05 03:03:41 +0000 2018,0.0,0.0,0.0,1.0,24
Fox News,"Lawyer for Clinton campaign and DNC gave FBI documents for Russia probe, sources say. https://t.co/3sqbW4snbT",Fri Oct 05 02:59:53 +0000 2018,0.0,0.0,0.0,1.0,25
Fox News,Geese and ducks with darts through their necks photographed in Idaho park. https://t.co/WgEfO8Trxn,Fri Oct 05 02:44:42 +0000 2018,0.0,0.0,0.0,1.0,26
Fox News,"No more signs of life in Indonesia hotel rubble, rescuers say. https://t.co/yHSYOdVJEj",Fri Oct 05 02:37:00 +0000 2018,-0.296,0.0,0.167,0.833,27
Fox News,.@TuckerCarlson: The Dems' 'Full Assault on Justice System' Will Intensify in 2019. https://t.co/nxwN74X8Gv,Fri Oct 05 02:27:27 +0000 2018,-0.1027,0.187,0.209,0.604,28
Fox News,Laurie Metcalf and John Lithgow tapped to play @HillaryClinton and @BillClinton on Broadway https://t.co/9Ga9MdBWHW,Fri Oct 05 02:21:03 +0000 2018,0.34,0.156,0.0,0.844,29
Fox News,New White House counterterrorism strategy singles out 'radical Islamists' https://t.co/RMJPXeE8sQ,Fri Oct 05 02:16:53 +0000 2018,0.0,0.0,0.0,1.0,30
Fox News,Facebook executive's Kavanaugh support triggers backlash for Zuckerberg. https://t.co/5cIqH5MC77,Fri Oct 05 02:07:19 +0000 2018,0.4019,0.252,0.0,0.748,31
Fox News,Lockheed Martin's huge Moon lander would allow astronauts to stay on lunar surface for 2 weeks https://t.co/pHY45wQKp9,Fri Oct 05 01:59:00 +0000 2018,0.4939,0.231,0.0,0.769,32
Fox News,Comedian @amyschumer raises her fist after she was reportedly arrested during a protest against the confirmation of… https://t.co/iVuCyETu2C,Fri Oct 05 01:53:00 +0000 2018,-0.3612,0.12,0.235,0.645,33
Fox News,Kavanaugh's prep school friends say 'Devil's Triangle' was a drinking game https://t.co/Yq3OXL3HdX,Fri Oct 05 01:46:41 +0000 2018,0.4767,0.237,0.0,0.763,34
Fox News,"John Fund: In Kavanaugh confirmation fight, will Dems be hit by a Brett boomerang in November? https://t.co/zuF1RxgYlV",Fri Oct 05 01:39:16 +0000 2018,-0.3818,0.0,0.148,0.852,35
Fox News,MUST SEE: Two-Year-Old Girl Helps Dad Learn 'Pledge of Allegiance' for Citizenship Test https://t.co/ojXj5tPddg,Fri Oct 05 01:31:17 +0000 2018,0.3818,0.167,0.0,0.833,36
Fox News,"Kavanaugh, in op-ed, decries 'vicious' attacks while saying he 'might have been too emotional' at hearing https://t.co/ihyOyvjFyu",Fri Oct 05 01:22:00 +0000 2018,-0.3182,0.082,0.149,0.769,37
Fox News,OPINION: FBI investigation of Kavanaugh failed to question enough key people to get to the truth https://t.co/PaRw5Lpr98,Fri Oct 05 01:16:00 +0000 2018,-0.25,0.112,0.16,0.728,38
Fox News,'It's a Bulls**t Investigation': NJ Sen. Menendez Blasts FBI's Kavanaugh Probe https://t.co/Tvm1WrVKcp,Fri Oct 05 01:08:55 +0000 2018,0.0,0.0,0.0,1.0,39
Fox News,"Carrie Underwood, Brad Paisley host 2018 CMAs: 5 memorable moments from the country superstars https://t.co/ZH8o6ONmTp",Fri Oct 05 01:07:54 +0000 2018,0.0,0.0,0.0,1.0,40
Fox News,"Louisiana man claims 'ghost' planted meth at his home, falsely reports stabbing, sheriff says. https://t.co/mNbnLxZxSo",Fri Oct 05 00:56:35 +0000 2018,0.0,0.0,0.0,1.0,41
Fox News,"In an op-ed for @wsj, Judge Brett Kavanaugh addressed his testimony to the Senate Judiciary Committee last week, sa… https://t.co/rjZ49HAsIf",Fri Oct 05 00:43:00 +0000 2018,0.0,0.0,0.0,1.0,42
Fox News,"“I don’t think we’re interested"" in an endorsement from @BarackObama, Rep. @BetoORourke said after being snubbed in… https://t.co/F6Z0WmUTpI",Fri Oct 05 00:35:26 +0000 2018,0.25,0.217,0.13,0.652,43
Fox News,".@TuckerCarlson: ""Win or lose, Kavanaugh's nomination will be voted on."" #Tucker https://t.co/QGAyWddjyn",Fri Oct 05 00:27:00 +0000 2018,0.2732,0.23,0.164,0.606,44
Fox News,Whale watchers witnessed a spectacular sight Wednesday of a humpback whale breaching with a glowing rainbow behind… https://t.co/XjhUmxiGC2,Fri Oct 05 00:21:20 +0000 2018,0.0,0.0,0.0,1.0,45
Fox News,"As Kavanaugh vote looms, GOP Sen. @SteveDaines says he's going to daughter's wedding. https://t.co/aDbZpfsqNd",Fri Oct 05 00:17:01 +0000 2018,-0.1531,0.0,0.11,0.89,46
Fox News,"Kavanaugh fate hangs in balance, with 3 swing-vote senators 'trying to get to yes,' source says. https://t.co/qFdXUW8Og0",Fri Oct 05 00:08:08 +0000 2018,0.0,0.0,0.0,1.0,47
Fox News,".@POTUS: ""The Democrats have been trying to destroy Judge Brett Kavanaugh since the very first second he was announ… https://t.co/6Jnzmy5qJb",Fri Oct 05 00:02:31 +0000 2018,-0.5423,0.0,0.156,0.844,48
Fox News,"BREAKING: Kavanaugh pens op-ed, decries 'vicious' attacks while saying he 'might have been too emotional' at hearin… https://t.co/QZeWjJdWtB",Fri Oct 05 00:01:10 +0000 2018,-0.3182,0.078,0.141,0.78,49
Fox News,".@POTUS: ""The only reason to vote Democrat is because you're tired of winning."" https://t.co/LyueZxBslo https://t.co/yPBFzoazNu",Thu Oct 04 23:51:21 +0000 2018,-0.4404,0.0,0.172,0.828,50
Fox News,".@POTUS on trade: ""NAFTA has been one of the great disasters of all time. And now we have a great and fair deal.""… https://t.co/wLD1CN8YT7",Thu Oct 04 23:50:28 +0000 2018,0.7845,0.317,0.109,0.574,51
Fox News,".@POTUS: ""We're just five weeks away from one of the most important congressional elections in our lifetime. You se… https://t.co/zTVGJUOnXl",Thu Oct 04 23:46:10 +0000 2018,0.2716,0.099,0.0,0.901,52
Fox News,".@POTUS: ""In less than two years of Republican leadership, America has achieved the biggest comeback in our history… https://t.co/pTb8ntOCBJ",Thu Oct 04 23:42:21 +0000 2018,0.0,0.0,0.0,1.0,53
Fox News,".@POTUS in Minnesota: ""This is supposed to be a Democrat state. I don't think so."" https://t.co/LyueZxBslo https://t.co/XHWWDzmLce",Thu Oct 04 23:38:08 +0000 2018,0.0,0.0,0.0,1.0,54
Fox News,HAPPENING NOW: @POTUS holds rally in Minnesota ahead of the midterms. https://t.co/LyueZxBslo https://t.co/HpPcqanj9L,Thu Oct 04 23:37:06 +0000 2018,0.0,0.0,0.0,1.0,55
Fox News,".@POTUS holds a ""Make America Great Again"" rally in Rochester, Minnesota. https://t.co/JKBHEla2e1",Thu Oct 04 23:33:01 +0000 2018,0.6249,0.291,0.0,0.709,56
Fox News,.@realDonaldTrump holds Minnesota rally as key Kavanaugh vote approaches https://t.co/gLPwQfnUv3,Thu Oct 04 23:32:39 +0000 2018,0.0,0.0,0.0,1.0,57
Fox News,".@RajShah45 on Judge Kavanaugh: ""He's looking forward to the Senate taking action tomorrow on the cloture motion an… https://t.co/NbQsRUr9yA",Thu Oct 04 23:28:27 +0000 2018,0.0,0.0,0.0,1.0,58
Fox News,".@RajShah45 on Kavanaugh vote: ""We're cautiously optimistic. I'd say we remain confident at this hour."" #TheStory… https://t.co/eR75BS5YHo",Thu Oct 04 23:14:52 +0000 2018,0.6705,0.268,0.0,0.732,59
Fox News,.@ChuckGrassley is calling out the Democrats and the media over how they've handled the controversy surrounding Jud… https://t.co/RIECcl4UJK,Thu Oct 04 23:10:48 +0000 2018,0.0,0.0,0.0,1.0,60
Fox News,.@CalThomas: Trump promised to put American interests first – he wasn’t kidding https://t.co/xu9138dQ4n,Thu Oct 04 23:04:00 +0000 2018,0.5994,0.396,0.0,0.604,61
Fox News,Retired Justice John Paul Stevens calls Kavanaugh's temperament disqualifying: 'Senators should pay attention to th… https://t.co/7sjdL06XCV,Thu Oct 04 23:00:55 +0000 2018,0.4588,0.181,0.074,0.745,62
Fox News,"RT @FoxBusiness: Verizon's severance offer goes to about 44,000 employees  https://t.co/2XzOfGDNjr",Thu Oct 04 22:59:39 +0000 2018,0.0,0.0,0.0,1.0,63
Fox News,"Florida man arrested for threats to kill Democrats, 'weak' Republicans, over Kavanaugh nomination, sheriff says. https://t.co/sztAEGZuhq",Thu Oct 04 22:49:52 +0000 2018,-0.891,0.0,0.449,0.551,64
Fox News,"Utah toddler put $1,000 through shredder, parents say. https://t.co/CrBF0RUX58",Thu Oct 04 22:38:59 +0000 2018,0.0,0.0,0.0,1.0,65
Fox News,.@SenatorHeitkamp says she's voting 'no' on Kavanaugh. https://t.co/9x1F8lrBcU https://t.co/7W05qHAyAa,Thu Oct 04 22:30:32 +0000 2018,0.0,0.0,0.0,1.0,66
Fox News,.@FLOTUS continued her tour through Africa today with a stop in Malawi. #SpecialReport https://t.co/J9XIl8sVcR https://t.co/gRuaXkqD2x,Thu Oct 04 22:27:59 +0000 2018,-0.296,0.0,0.145,0.855,67
Fox News,"RT @FoxBusiness: AT THE CLOSE: The Dow Jones Industrial Average was down by triple digits Thursday, and the other two major U.S. stock benc…",Thu Oct 04 22:23:28 +0000 2018,0.0,0.0,0.0,1.0,68
Fox News,Suspect behind the ricin scare is in custody. #SpecialReport https://t.co/VIodJYg7zW https://t.co/dBFHxsVfrI,Thu Oct 04 22:22:03 +0000 2018,-0.6597,0.0,0.375,0.625,69
Fox News,"JUST IN: Lawyer for Clinton campaign and DNC gave FBI documents for Russia probe, sources say. https://t.co/3sqbW4aLNj",Thu Oct 04 22:16:01 +0000 2018,0.0,0.0,0.0,1.0,70
Fox News,.@emrata and @amyschumer detained at Kavanaugh protests in D.C. https://t.co/riU4MJMu4L,Thu Oct 04 22:10:00 +0000 2018,-0.5574,0.0,0.365,0.635,71
Fox News,.@maryannemarsh: FBI investigation of Kavanaugh failed to question enough key people to get to the truth. (via… https://t.co/XITbJn40xk,Thu Oct 04 22:05:00 +0000 2018,-0.25,0.106,0.153,0.741,72
Fox News,Cancer patient’s final act was to find home for beloved dog https://t.co/a55zSRvTSs,Thu Oct 04 21:58:25 +0000 2018,-0.2732,0.186,0.249,0.565,73
Fox News,WATCH: Arrests Made as Amy Schumer Joins Kavanaugh Mass Protests in Hart Senate Building https://t.co/vH5DDYgrga,Thu Oct 04 21:53:59 +0000 2018,-0.5859,0.0,0.27,0.73,74
Fox News,".@POTUS departs Minneapolis for Rochester, Minnesota, where he will hold a ""Make America Great Again"" rally tonight. https://t.co/3sdpvKsSAP",Thu Oct 04 21:51:25 +0000 2018,0.6249,0.204,0.0,0.796,75
Fox News,".@JohnCornyn on Kavanaugh hearing: ""This could have been handled much better and I think in a way there would have… https://t.co/yiFr1NConm",Thu Oct 04 21:50:07 +0000 2018,0.4404,0.139,0.0,0.861,76
Fox News,".@JudgeJeanine on Kavanaugh's impact on the midterms: ""Let's assume that Kavanaugh gets on the Supreme Court. Will… https://t.co/Nsvwb14Xxl",Thu Oct 04 21:46:15 +0000 2018,0.5574,0.175,0.0,0.825,77
Fox News,"Michelle Carter, woman convicted in suicide texting case, committed no crime, lawyer argues https://t.co/Ej1RkJO9MN",Thu Oct 04 21:34:06 +0000 2018,-0.8934,0.088,0.536,0.377,78
Fox News,"Florida man threatens he's 'about ready to kill' neighbor, himself over walkway dispute during city council meeting https://t.co/0fLiuDIiOw",Thu Oct 04 21:33:35 +0000 2018,-0.8176,0.094,0.377,0.528,79
Fox News,Venomous false widow spider infestation forces London schools to shut https://t.co/388OlAm7r8,Thu Oct 04 21:30:00 +0000 2018,0.0,0.0,0.0,1.0,80
Fox News,6.5 million pounds of beef recalled over salmonella concerns https://t.co/h9eyNPPJJl,Thu Oct 04 21:20:08 +0000 2018,0.0,0.0,0.0,1.0,81
Fox News,"Minnesota city sees influx of ‘drunk’ birds flying into cars, windows, officials say https://t.co/X3twXUM2mp",Thu Oct 04 21:04:00 +0000 2018,0.0,0.0,0.0,1.0,82
Fox News,"On Thursday, Senator @LindseyGrahamSC commented on the @FBI's report on sexual misconduct allegations against Judge… https://t.co/XUwNSIbk26",Thu Oct 04 20:58:00 +0000 2018,0.0,0.0,0.0,1.0,83
Fox News,.@VP Pence accuses Beijing of meddling in US elections: ‘China wants a different American president’ https://t.co/5H0j4AsTnW,Thu Oct 04 20:54:00 +0000 2018,-0.34,0.0,0.146,0.854,84
Fox News,"Pressure mounts on 4 swing senators to decide Kavanaugh's fate, on heels of FBI report. (via @brookefoxnews) https://t.co/JvTqTTnltv",Thu Oct 04 20:47:51 +0000 2018,-0.296,0.0,0.121,0.879,85
Fox News,"Woman tells New Jersey police she doesn't know who she is, has been walking for a year. https://t.co/ldRHA3xeBs",Thu Oct 04 20:40:47 +0000 2018,0.0,0.0,0.0,1.0,86
Fox News,"Uber, Lyft offer free rides to polls for midterm elections. https://t.co/mjrPbUeDwZ",Thu Oct 04 20:34:00 +0000 2018,0.552,0.263,0.0,0.737,87
Fox News,".@SenatorRounds on the Kavanaugh FBI report: ""It was very informative as far as I was concerned."" #Cavuto https://t.co/80JBU79qDq",Thu Oct 04 20:28:05 +0000 2018,0.0,0.0,0.0,1.0,88
Fox News,Massive anti-Kavanaugh protests continue inside a Senate office building. #Cavuto https://t.co/uAWUzYVQFY,Thu Oct 04 20:24:53 +0000 2018,-0.2263,0.0,0.174,0.826,89
Fox News,"Grassley blasts Dems, media over Kavanaugh treatment, says confirmation should come Saturday. https://t.co/M5mxWinQGm",Thu Oct 04 20:19:03 +0000 2018,0.0,0.0,0.0,1.0,90
Fox News,.@ShepNewsTeam is live with the 'Fox News Update' on Facebook Watch: https://t.co/584lSOl7Bz https://t.co/ur6Eo8uGEQ,Thu Oct 04 20:03:09 +0000 2018,0.0,0.0,0.0,1.0,91
Fox News,.@POTUS Arrives in Minnesota https://t.co/wZGzQFxbLx,Thu Oct 04 19:30:41 +0000 2018,0.0,0.0,0.0,1.0,92
Fox News,JUST IN: Accused doxxer of GOP senators allegedly threatened to publish their children’s health information https://t.co/et8j74qUQG,Thu Oct 04 19:24:00 +0000 2018,-0.6369,0.0,0.271,0.729,93
Fox News,A.B. Stoddard: “I think we’re going to see a Justice Kavanaugh on Saturday.” https://t.co/lCOiSryoSY,Thu Oct 04 19:19:39 +0000 2018,0.5267,0.221,0.0,0.779,94
Fox News,Senator @ChuckGrassley urges Senate to confirm Judge Kavanaugh https://t.co/pT6Z5xCH2i,Thu Oct 04 19:11:18 +0000 2018,0.0,0.0,0.0,1.0,95
